category_name,price,model,car_type,year,distance,gear_type,color,vehicle_type
BMW,44000.0,X1,Хэтчбек,2024.0,0.0,Автоматическая,Белый,Электро
BMW,18800.0,X1,Хэтчбек,2013.0,131000.0,Автоматическая,Белый,Бензин
BMW,195000.0,M5,Седан,2025.0,1.0,Автоматическая,Зеленый,Гибрид
BMW,5000.0,M5,Седан,1995.0,7777777.0,Механическая,Матовый,Бензин
BMW,59900.0,M5,Седан,2024.0,0.0,Автоматическая,Черный,Электро
BMW,145000.0,M5,Седан,2022.0,16000.0,Автоматическая,Хамелеон,Бензин
BMW,65000.0,M5,Седан,2023.0,0.0,Автоматическая,Асфальт,Электро
BMW,145000.0,M5,Седан,2022.0,16000.0,Автоматическая,Хамелеон,Бензин
BMW,145000.0,M5,Седан,2022.0,16000.0,Автоматическая,Зеленый,Бензин
BMW,145000.0,M5,Седан,2022.0,16000.0,Автоматическая,Зеленый,Бензин
BMW,40000.0,M5,Седан,2010.0,0.0,Автоматическая,Черный,Бензин
BMW,18500.0,M5,Седан,2004.0,378000.0,Автоматическая,Серый,Бензин
BMW,145000.0,M5,Седан,2022.0,16000.0,Автоматическая,Хамелеон,Бензин
BMW,179000.0,M5,Купе,2025.0,1.0,Автоматическая,Синий,Бензин
BMW,134000.0,M5,Седан,2025.0,1.0,Автоматическая,Матовый,Гибрид
BMW,145000.0,M5,Седан,2022.0,16000.0,Автоматическая,Хамелеон,Бензин
BMW,2500.0,M5,Седан,1989.0,0.0,Механическая,Черный,Бензин
BMW,14200.0,M5,Седан,2004.0,255000.0,Автоматическая,Серый,Газ/Бензин
BMW,84900.0,M5,Седан,2014.0,33000.0,Автоматическая,Коричневый,Бензин
BMW,73000.0,M5,Седан,2022.0,400.0,Автоматическая,Белый,Электро
BMW,195000.0,M5,Седан,2025.0,0.0,Автоматическая,Черный,Гибрид
BMW,60000.0,M5,Седан,2019.0,102000.0,Автоматическая,Серебристый,Бензин
BMW,145000.0,M5,Седан,2022.0,16000.0,Автоматическая,Хамелеон,Бензин
BMW,145000.0,M5,Седан,2023.0,21000.0,Автоматическая,Черный,Бензин
BMW,38500.0,M5,Седан,2024.0,10000.0,Автоматическая,Красный,Электро
BMW,145000.0,M5,Седан,2022.0,21000.0,Автоматическая,Черный,Бензин
BMW,23000.0,M5,Седан,2007.0,190000.0,Автоматическая,Черный,Бензин
BMW,145000.0,M5,Седан,2022.0,16000.0,Автоматическая,Зеленый,Бензин
BMW,73000.0,M5,Купе,2022.0,0.0,Автоматическая,Белый,Электро
BMW,163000.0,M5,Купе,2025.0,0.0,Автоматическая,Матовый,Бензин
BMW,75500.0,M5,Седан,2023.0,17100.0,Автоматическая,Черный,Бензин
BMW,220000.0,M5,Седан,2025.0,7.0,Автоматическая,Черный,Гибрид
BMW,145000.0,M5,Седан,2022.0,16000.0,Автоматическая,Зеленый,Бензин
BMW,49000.0,M5,Универсал,2025.0,0.0,Автоматическая,Синий,Электро
BMW,110000.0,M5,Седан,2023.0,33000.0,Автоматическая,Серый,Бензин
BMW,36500.0,M5,Другой,2023.0,30000.0,Автоматическая,Синий,Электро
BMW,70000.0,M5,Купе,2023.0,15000.0,Автоматическая,Белый,Электро
BMW,35990.0,M3,Седан,2023.0,30000.0,Автоматическая,Черный,Электро
BMW,125000.0,M3,Седан,2024.0,6000.0,Автоматическая,Зеленый,Бензин
BMW,43800.0,M3,Купе,2022.0,14000.0,Автоматическая,Белый,Электро
BMW,45000.0,M3,Купе,2017.0,85000.0,Автоматическая,Асфальт,Бензин
BMW,84700.0,M3,Универсал,2024.0,2620.0,Автоматическая,Белый,Бензин
BMW,89700.0,M3,Универсал,2024.0,1597.0,Другая,Черный,Бензин
BMW,39000.0,M3,Седан,2021.0,0.0,Автоматическая,Белый,Электро
BMW,50000.0,M3,Седан,2024.0,50.0,Автоматическая,Черный,Электро
BMW,35690.0,M3,Седан,2024.0,3000.0,Автоматическая,Белый,Электро
BMW,29900.0,M3,Седан,2023.0,38000.0,Автоматическая,Черный,Электро
BMW,36500.0,M3,Седан,2023.0,30000.0,Автоматическая,Черный,Электро
BMW,125000.0,M3,Седан,2024.0,6000.0,Автоматическая,Зеленый,Бензин
BMW,12000.0,M3,Седан,2000.0,300.0,Механическая,Бронзовый,Бензин
BMW,125000.0,M3,Универсал,2024.0,6000.0,Автоматическая,Зеленый,Бензин
BMW,9800.0,M3,Хэтчбек,1999.0,340000.0,Механическая,Магнолии,Бензин
BMW,39500.0,M3,Седан,2024.0,0.0,Автоматическая,Белый,Электро
BMW,15000.0,M3,Седан,2001.0,402000.0,Автоматическая,Серый,Газ/Бензин
BMW,38500.0,M3,Седан,2024.0,13500.0,Автоматическая,Белый,Электро
BMW,43000.0,M3,Седан,2025.0,0.0,Автоматическая,Черный,Электро
BMW,43500.0,M3,Универсал,2024.0,0.0,Автоматическая,Белый,Электро
BMW,49500.0,M3,Универсал,2024.0,0.0,Автоматическая,Черный,Электро
BMW,46000.0,M3,Седан,2024.0,0.0,Автоматическая,Синий,Электро
BMW,155000.0,M3,Седан,2025.0,0.0,Автоматическая,Черный,Бензин
BMW,46000.0,M3,Седан,2025.0,600.0,Автоматическая,Черный,Электро
BMW,125000.0,M3,Седан,2024.0,6000.0,Автоматическая,Зеленый,Бензин
BMW,125000.0,M3,Седан,2024.0,6000.0,Автоматическая,Зеленый,Бензин
BMW,38300.0,M3,Седан,2024.0,11000.0,Автоматическая,Красный,Электро
BMW,125000.0,M3,Седан,2024.0,6000.0,Автоматическая,Зеленый,Бензин
BMW,28999.0,M3,Седан,2023.0,37800.0,Автоматическая,Черный,Электро
BMW,40600.0,M3,Седан,2024.0,1.0,Автоматическая,Черный,Электро
BMW,35990.0,M3,Седан,2023.0,30000.0,Автоматическая,Черный,Электро
BMW,125000.0,M3,Универсал,2024.0,7000.0,Автоматическая,Зеленый,Бензин
BMW,125000.0,M3,Седан,2024.0,6000.0,Автоматическая,Зеленый,Бензин
BMW,129000.0,M3,Другой,2024.0,6000.0,Автоматическая,Зеленый,Бензин
BMW,142500.0,M3,Седан,2024.0,1200.0,Автоматическая,Черный,Бензин
BMW,157000.0,M3,Универсал,2025.0,1.0,Автоматическая,Синий,Бензин
BMW,38500.0,M3,Седан,2024.0,0.0,Автоматическая,Красный,Электро
BMW,8000.0,Gran Turismo,Другой,1990.0,41604.0,Механическая,Хамелеон,Бензин
BMW,82000.0,Gran Turismo,Внедорожник,2024.0,0.0,Автоматическая,Черный,Бензин
BMW,185000.0,850,Купе,2025.0,10.0,Автоматическая,Черный,Бензин
BMW,180000.0,850,Купе,2023.0,9000.0,Автоматическая,Магнолии,Бензин
BMW,28450.0,840,Седан,2025.0,0.0,Автоматическая,Белый,Электро
BMW,90000.0,760,Внедорожник,2023.0,12000.0,Автоматическая,Хамелеон,Бензин
BMW,172000.0,760,Седан,2023.0,5200.0,Автоматическая,Серый,Бензин
BMW,228000.0,760,Седан,2025.0,0.0,Автоматическая,Черный,Бензин
BMW,204000.0,760,Седан,2025.0,0.0,Автоматическая,Черный,Электро
BMW,21400.0,750,Седан,2009.0,286000.0,Автоматическая,Черный,Бензин
BMW,20000.0,750,Седан,2007.0,120000.0,Автоматическая,Черный,Бензин
BMW,195000.0,750,Седан,2024.0,5011.0,Автоматическая,Матовый,Электро
BMW,85000.0,750,Седан,2020.0,57000.0,Автоматическая,Асфальт,Бензин
BMW,35000.0,750,Седан,2011.0,115000.0,Автоматическая,Черный,Бензин
BMW,201000.0,750,Седан,2025.0,0.0,Автоматическая,Белый,Гибрид
BMW,14000.0,745,Седан,2003.0,300000.0,Автоматическая,Белый,Бензин
BMW,14000.0,745,Седан,2003.0,295.0,Автоматическая,Белый,Бензин
BMW,91000.0,740,Седан,2015.0,34000.0,Автоматическая,Черный,Бензин
BMW,16900.0,740,Седан,1994.0,274000.0,Автоматическая,Черный,Бензин
BMW,20500.0,740,Седан,2009.0,280000.0,Автоматическая,Черный,Бензин
BMW,16200.0,740,Седан,1998.0,274.0,Автоматическая,Черный,Бензин
BMW,21000.0,740,Седан,2007.0,166000.0,Автоматическая,Вишнёвый,Газ/Бензин
BMW,2000.0,730,Седан,1988.0,0.0,Механическая,Черный,Бензин
BMW,15200.0,730,Седан,2003.0,225000.0,Автоматическая,Черный,Бензин
BMW,6000.0,730,Седан,1991.0,600.0,Механическая,Черный,Бензин
BMW,20000.0,550,Седан,2003.0,250.0,Автоматическая,Белый,Бензин
BMW,132000.0,550,Седан,2025.0,0.0,Автоматическая,Серый,Гибрид
BMW,79000.0,550,Другой,2022.0,22000.0,Автоматическая,Черный,Электро
BMW,33000.0,550,Седан,1999.0,275000.0,Механическая,Черный,Бензин
BMW,12000.0,540,Седан,1997.0,149000.0,Автоматическая,Серебристый,Бензин
BMW,60000.0,540,Седан,1995.0,90000.0,Автоматическая,Белый,Бензин
BMW,60000.0,540,Седан,1995.0,90000.0,Автоматическая,Белый,Бензин
BMW,68000.0,540,Седан,2019.0,70000.0,Автоматическая,Черный,Бензин
BMW,54900.0,540,Седан,2017.0,126000.0,Автоматическая,Серый,Бензин
BMW,55500.0,540,Седан,2017.0,126000.0,Автоматическая,Серый,Бензин
BMW,80000.0,540,Седан,2022.0,45000.0,Автоматическая,Черный,Бензин
BMW,4000.0,535,Седан,1988.0,700000.0,Механическая,Серый,Газ/Бензин
BMW,44000.0,535,Седан,2014.0,251000.0,Автоматическая,Синий,Бензин
BMW,62000.0,535,Седан,2024.0,5000.0,Автоматическая,Голубой,Электро
BMW,2800.0,535,Седан,1986.0,300000.0,Механическая,Черный,Газ/Бензин
BMW,5000.0,535,Седан,1991.0,5000.0,Механическая,Серый,Бензин
BMW,53000.0,535,Седан,2024.0,0.0,Автоматическая,Матовый,Электро
BMW,40000.0,535,Седан,2011.0,260000.0,Автоматическая,Черный,Бензин
BMW,5500.0,535,Седан,1990.0,350000.0,Механическая,Черный,Бензин
BMW,9000.0,530,Седан,1991.0,400000.0,Механическая,Красный,Бензин
BMW,13000.0,530,Седан,1990.0,230000.0,Механическая,Черный,Бензин
BMW,22000.0,530,Седан,2008.0,220000.0,Автоматическая,Серебристый,Бензин
BMW,21000.0,530,Седан,2007.0,320000.0,Автоматическая,Белый,Бензин
BMW,18500.0,530,Седан,2004.0,266.0,Автоматическая,Черный,Бензин
BMW,20000.0,530,Седан,2007.0,320000.0,Автоматическая,Белый,Бензин
BMW,75800.0,530,Седан,2024.0,0.0,Автоматическая,Белый,Электро
BMW,23000.0,530,Седан,2007.0,195000.0,Автоматическая,Черный,Бензин
BMW,5200.0,530,Седан,1991.0,150000.0,Механическая,Вишнёвый,Бензин
BMW,70000.0,530,Седан,2022.0,18000.0,Автоматическая,Черный,Бензин
BMW,11000.0,530,Седан,1995.0,200000.0,Механическая,Синий,Бензин
BMW,32000.0,530,Седан,2009.0,108000.0,Автоматическая,Синий,Бензин
BMW,55000.0,530,Другой,2018.0,70000.0,Автоматическая,Белый,Бензин
BMW,12000.0,530,Седан,1989.0,400000.0,Автоматическая,Зеленый,Бензин
BMW,29990.0,530,Седан,2004.0,165000.0,Автоматическая,Черный,Бензин
BMW,11000.0,530,Седан,1995.0,385000.0,Механическая,Черный,Бензин
BMW,28500.0,530,Седан,2009.0,108000.0,Автоматическая,Синий,Бензин
BMW,15500.0,530,Седан,2001.0,390000.0,Механическая,Черный,Бензин
BMW,97300.0,530,Седан,2024.0,0.0,Автоматическая,Черный,Бензин
BMW,12000.0,530,Седан,2000.0,400000.0,Автоматическая,Черный,Бензин
BMW,13000.0,530,Седан,1993.0,330000.0,Механическая,Серебристый,Бензин
BMW,39900.0,530,Седан,2017.0,112000.0,Автоматическая,Черный,Бензин
BMW,125000.0,530,Седан,2024.0,0.0,Автоматическая,Серый,Электро
BMW,70000.0,530,Седан,2021.0,73000.0,Автоматическая,Асфальт,Гибрид
BMW,15000.0,530,Седан,1998.0,30000.0,Механическая,Черный,Бензин
BMW,79000.0,530,Хэтчбек,2022.0,35000.0,Автоматическая,Серый,Бензин
BMW,24500.0,530,Седан,2008.0,220000.0,Автоматическая,Синий,Бензин
BMW,29200.0,530,Седан,1995.0,195000.0,Механическая,Черный,Бензин
BMW,105000.0,530,Седан,2024.0,0.0,Автоматическая,Серебристый,Бензин
BMW,13500.0,528,Седан,1996.0,325000.0,Механическая,Хамелеон,Бензин
BMW,2000.0,528,Седан,1984.0,232000.0,Механическая,Асфальт,Бензин
BMW,3000.0,528,Седан,1988.0,300000.0,Механическая,Черный,Бензин
BMW,11500.0,528,Седан,1996.0,300000.0,Автоматическая,Серый,Бензин
BMW,9990.0,528,Седан,1996.0,340000.0,Автоматическая,Серебристый,Бензин
BMW,41000.0,528,Седан,2015.0,110000.0,Автоматическая,Черный,Бензин
BMW,26900.0,528,Седан,2016.0,120000.0,Автоматическая,Белый,Бензин
BMW,2500.0,528,Седан,1987.0,161000.0,Механическая,Зеленый,Бензин
BMW,11000.0,525,Седан,1998.0,190000.0,Автоматическая,Матовый,Бензин
BMW,2800.0,525,Универсал,1984.0,1278384.0,Механическая,Серый,Газ/Бензин
BMW,7500.0,525,Седан,1997.0,200000.0,Механическая,Зеленый,Газ/Бензин
BMW,10999.0,525,Седан,2000.0,153500.0,Автоматическая,Черный,Бензин
BMW,8000.0,525,Седан,1995.0,80000.0,Механическая,Черный,Бензин
BMW,3300.0,525,Седан,1990.0,457000.0,Механическая,Зеленый,Бензин
BMW,5800.0,525,Седан,1991.0,45000.0,Механическая,Синий,Бензин
BMW,8500.0,525,Седан,1989.0,347000.0,Механическая,Белый,Бензин
BMW,6400.0,525,Седан,1987.0,360.0,Механическая,Черный,Газ/Бензин
BMW,22900.0,525,Седан,2006.0,300000.0,Автоматическая,Черный,Бензин
BMW,3500.0,525,Седан,1989.0,1.0,Механическая,Белый,Газ/Бензин
BMW,18600.0,525,Седан,2006.0,337000.0,Автоматическая,Серебристый,Бензин
BMW,8200.0,525,Седан,1997.0,287000.0,Автоматическая,Серебристый,Бензин
BMW,7000.0,525,Седан,1997.0,250000.0,Автоматическая,Серебристый,Бензин
BMW,8500.0,525,Седан,1996.0,445000.0,Механическая,Черный,Газ/Бензин
BMW,5600.0,525,Седан,1990.0,530800.0,Механическая,Асфальт,Бензин
BMW,4500.0,525,Седан,1988.0,1.0,Механическая,Синий,Газ/Бензин
BMW,4200.0,525,Седан,1990.0,211000.0,Механическая,Синий,Бензин
BMW,18999.0,525,Седан,2007.0,280000.0,Автоматическая,Черный,Дизель
BMW,15000.0,525,Седан,2002.0,211000.0,Автоматическая,Серебристый,Бензин
BMW,17000.0,525,Седан,1997.0,1000000.0,Механическая,Хамелеон,Бензин
BMW,3500.0,525,Седан,1989.0,333333.0,Механическая,Черный,Газ/Бензин
BMW,5000.0,525,Седан,1991.0,450000.0,Механическая,Синий,Бензин
BMW,3000.0,525,Седан,1985.0,100000.0,Механическая,Золотой,Бензин
BMW,4000.0,525,Седан,1993.0,300000.0,Автоматическая,Золотой,Дизель
BMW,3700.0,525,Седан,1990.0,300.0,Механическая,Черный,Бензин
BMW,7500.0,525,Внедорожник,1993.0,2000000.0,Механическая,Серый,Бензин
BMW,6000.0,525,Седан,1990.0,285000.0,Механическая,Серебристый,Бензин
BMW,19500.0,525,Седан,1997.0,30000.0,Автоматическая,Красный,Бензин
BMW,21900.0,525,Седан,2006.0,300000.0,Автоматическая,Черный,Бензин
BMW,18500.0,525,Седан,2007.0,300.0,Автоматическая,Черный,Дизель
BMW,15000.0,523,Хэтчбек,2000.0,235000.0,Автоматическая,Белый,Бензин
BMW,15000.0,520,Седан,1998.0,100000.0,Механическая,Серебристый,Бензин
BMW,23500.0,520,Седан,2011.0,75500.0,Автоматическая,Черный,Дизель
BMW,5000.0,520,Седан,1991.0,380000.0,Механическая,Голубой,Бензин
BMW,8500.0,520,Седан,1996.0,429000.0,Механическая,Серебристый,Бензин
BMW,53000.0,520,Седан,2023.0,64000.0,Автоматическая,Белый,Бензин
BMW,7000.0,520,Седан,1989.0,309000.0,Механическая,Матовый,Бензин
BMW,3800.0,520,Седан,1985.0,200000.0,Автоматическая,Бежевый,Бензин
BMW,45000.0,520,Хэтчбек,2015.0,165.0,Автоматическая,Черный,Бензин
BMW,6500.0,520,Седан,1993.0,280000.0,Механическая,Синий,Бензин
BMW,11000.0,520,Седан,1996.0,380000.0,Автоматическая,Серый,Газ/Бензин
BMW,6000.0,520,Седан,1990.0,400000.0,Механическая,Зеленый,Бензин
BMW,17000.0,520,Седан,2004.0,196500.0,Автоматическая,Синий,Бензин
BMW,6500.0,520,Седан,1990.0,254.0,Механическая,Черный,Газ/Бензин
BMW,2500.0,520,Другой,1979.0,2000.0,Механическая,Красный,Бензин
BMW,5500.0,520,Седан,1991.0,350000.0,Механическая,Зеленый,Бензин
BMW,13000.0,520,Седан,1998.0,387000.0,Автоматическая,Белый,Бензин
BMW,2000.0,520,Седан,1986.0,377099.0,Механическая,Белый,Бензин
BMW,15500.0,520,Универсал,2008.0,300000.0,Автоматическая,Черный,Дизель
BMW,4500.0,520,Седан,1991.0,350000.0,Механическая,Вишнёвый,Бензин
BMW,3000.0,520,Универсал,1982.0,600000.0,Механическая,Белый,Бензин
BMW,54800.0,520,Седан,2019.0,74000.0,Автоматическая,Черный,Бензин
BMW,15000.0,520,Седан,2004.0,320000.0,Автоматическая,Синий,Бензин
BMW,7000.0,520,Седан,1992.0,270000.0,Механическая,Синий,Газ/Бензин
BMW,4500.0,520,Седан,1990.0,0.0,Механическая,Серебристый,Газ/Бензин
BMW,7000.0,520,Седан,1989.0,777777.0,Механическая,Синий,Газ/Бензин
BMW,9000.0,520,Седан,1996.0,533600.0,Механическая,Серый,Бензин
BMW,4200.0,520,Седан,1997.0,300000.0,Автоматическая,Синий,Бензин
BMW,4500.0,520,Другой,1988.0,0.0,Другая,Белый,Другой
BMW,85000.0,520,Купе,2024.0,0.0,Автоматическая,Черный,Бензин
BMW,4200.0,520,Седан,1989.0,370000.0,Механическая,Вишнёвый,Бензин
BMW,9500.0,520,Седан,2003.0,309000.0,Автоматическая,Серебристый,Бензин
BMW,58000.0,520,Седан,2024.0,2742.0,Автоматическая,Серый,Бензин
BMW,5000.0,520,Седан,1991.0,380000.0,Механическая,Голубой,Бензин
BMW,23500.0,520,Седан,2011.0,75500.0,Автоматическая,Черный,Дизель
BMW,42100.0,335,Седан,2024.0,0.0,Автоматическая,Серый,Электро
BMW,38000.0,335,Седан,2024.0,60.0,Автоматическая,Черный,Электро
BMW,43000.0,335,Седан,2024.0,0.0,Автоматическая,Синий,Электро
BMW,35500.0,335,Седан,2023.0,33000.0,Автоматическая,Синий,Электро
BMW,40000.0,335,Другой,2024.0,0.0,Автоматическая,Синий,Электро
BMW,41000.0,335,Кабриолет,2008.0,80000.0,Автоматическая,Белый,Бензин
BMW,38500.0,335,Седан,2024.0,11000.0,Автоматическая,Красный,Электро
BMW,38500.0,335,Универсал,2025.0,0.0,Автоматическая,Черный,Электро
BMW,60000.0,335,Другой,2022.0,9500.0,Автоматическая,Черный,Электро
BMW,44000.0,330,Седан,2024.0,0.0,Автоматическая,Черный,Электро
